Date,Origin,Destination,Round Trip,Price 
2022-06-10,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,559
2022-06-10,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,500
2022-06-10,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,946
2022-06-10,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,671
2022-06-11,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,984
2022-06-11,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,584
2022-06-11,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,841
2022-06-11,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,650
2022-06-11,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,876
2022-06-11,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,424
2022-06-11,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,552
2022-06-11,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,340
2022-06-11,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,556
2022-06-11,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,590
2022-06-11,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,652
2022-06-11,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,575
2022-06-11,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,876
2022-06-11,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,376
2022-06-11,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,603
2022-06-11,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,944
2022-06-11,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,960
2022-06-11,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,670
2022-06-11,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,867
2022-06-11,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,922
2022-06-12,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,858
2022-06-12,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,321
2022-06-12,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,839
2022-06-12,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,489
2022-06-12,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,820
2022-06-12,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,681
2022-06-12,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,337
2022-06-12,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,366
2022-06-12,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,526
2022-06-12,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,573
2022-06-12,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,646
2022-06-12,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,641
2022-06-12,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,958
2022-06-12,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,392
2022-06-12,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,692
2022-06-12,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,865
2022-06-12,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,838
2022-06-12,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,870
2022-06-12,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,1000
2022-06-12,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,522
2022-06-13,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,948
2022-06-13,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,485
2022-06-13,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,670
2022-06-13,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,459
2022-06-13,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,512
2022-06-13,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,403
2022-06-13,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,343
2022-06-13,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,369
2022-06-13,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,536
2022-06-13,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,668
2022-06-13,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,613
2022-06-13,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,505
2022-06-13,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,650
2022-06-13,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,305
2022-06-13,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,457
2022-06-13,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,744
2022-06-13,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,601
2022-06-13,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,583
2022-06-13,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,846
2022-06-13,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,911
2022-06-14,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,552
2022-06-14,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,517
2022-06-14,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,579
2022-06-14,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,602
2022-06-14,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,905
2022-06-14,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,573
2022-06-14,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,469
2022-06-14,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,486
2022-06-14,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,321
2022-06-14,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,595
2022-06-14,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,636
2022-06-14,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,450
2022-06-14,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,663
2022-06-14,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,338
2022-06-14,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,459
2022-06-14,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,884
2022-06-14,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,875
2022-06-14,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,978
2022-06-14,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,733
2022-06-14,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,809
2022-06-15,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,583
2022-06-15,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,326
2022-06-15,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,618
2022-06-15,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,442
2022-06-15,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,941
2022-06-15,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,518
2022-06-15,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,428
2022-06-15,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,510
2022-06-15,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,368
2022-06-15,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,446
2022-06-15,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,577
2022-06-15,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,628
2022-06-15,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,835
2022-06-15,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,473
2022-06-15,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,520
2022-06-15,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,647
2022-06-15,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,829
2022-06-15,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,939
2022-06-15,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,826
2022-06-15,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,515
2022-06-16,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,511
2022-06-16,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,593
2022-06-16,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,633
2022-06-16,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,624
2022-06-16,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,795
2022-06-16,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,405
2022-06-16,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,532
2022-06-16,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,511
2022-06-16,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,563
2022-06-16,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,582
2022-06-16,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,499
2022-06-16,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,400
2022-06-16,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,581
2022-06-16,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,528
2022-06-16,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,667
2022-06-16,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,754
2022-06-16,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,513
2022-06-16,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,674
2022-06-16,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,657
2022-06-16,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,922
2022-06-17,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,671
2022-06-17,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,303
2022-06-17,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,683
2022-06-17,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,643
2022-06-17,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,578
2022-06-17,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,493
2022-06-17,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,348
2022-06-17,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,463
2022-06-17,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,405
2022-06-17,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,461
2022-06-17,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,530
2022-06-17,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,600
2022-06-17,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,953
2022-06-17,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,522
2022-06-17,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,467
2022-06-17,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,789
2022-06-17,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,850
2022-06-17,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,634
2022-06-17,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,896
2022-06-17,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,589
2022-06-18,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,603
2022-06-18,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,397
2022-06-18,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,760
2022-06-18,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,484
2022-06-18,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,583
2022-06-18,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,638
2022-06-18,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,374
2022-06-18,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,600
2022-06-18,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,380
2022-06-18,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,689
2022-06-18,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,403
2022-06-18,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,579
2022-06-18,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,596
2022-06-18,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,442
2022-06-18,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,536
2022-06-18,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,684
2022-06-18,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,927
2022-06-18,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,646
2022-06-18,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,581
2022-06-18,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,623
2022-06-19,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,771
2022-06-19,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,404
2022-06-19,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,576
2022-06-19,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,435
2022-06-19,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,902
2022-06-19,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,563
2022-06-19,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,370
2022-06-19,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,599
2022-06-19,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,362
2022-06-19,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,553
2022-06-19,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,537
2022-06-19,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,525
2022-06-19,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,962
2022-06-19,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,473
2022-06-19,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,408
2022-06-19,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,939
2022-06-19,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,944
2022-06-19,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,597
2022-06-19,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,522
2022-06-19,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,617
2022-06-20,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,832
2022-06-20,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,331
2022-06-20,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,545
2022-06-20,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,553
2022-06-20,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,769
2022-06-20,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,549
2022-06-20,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,422
2022-06-20,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,556
2022-06-20,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,376
2022-06-20,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,543
2022-06-20,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,557
2022-06-20,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,656
2022-06-20,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,907
2022-06-20,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,331
2022-06-20,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,519
2022-06-20,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,908
2022-06-20,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,599
2022-06-20,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,774
2022-06-20,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,990
2022-06-20,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,550
2022-06-21,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,708
2022-06-21,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,527
2022-06-21,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,893
2022-06-21,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,454
2022-06-21,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,651
2022-06-21,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,544
2022-06-21,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,439
2022-06-21,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,453
2022-06-21,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,488
2022-06-21,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,519
2022-06-21,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,580
2022-06-21,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,700
2022-06-21,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,800
2022-06-21,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,457
2022-06-21,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,697
2022-06-21,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,680
2022-06-21,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,792
2022-06-21,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,581
2022-06-21,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,685
2022-06-21,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,663
2022-06-22,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,959
2022-06-22,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,323
2022-06-22,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,622
2022-06-22,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,511
2022-06-22,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,532
2022-06-22,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,608
2022-06-22,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,487
2022-06-22,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,367
2022-06-22,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,570
2022-06-22,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,602
2022-06-22,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,648
2022-06-22,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,478
2022-06-22,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,917
2022-06-22,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,428
2022-06-22,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,470
2022-06-22,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,781
2022-06-22,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,859
2022-06-22,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,789
2022-06-22,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,833
2022-06-22,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,630
2022-06-23,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,899
2022-06-23,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,550
2022-06-23,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,734
2022-06-23,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,569
2022-06-23,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,926
2022-06-23,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,455
2022-06-23,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,511
2022-06-23,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,533
2022-06-23,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,472
2022-06-23,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,634
2022-06-23,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,644
2022-06-23,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,521
2022-06-23,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,799
2022-06-23,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,442
2022-06-23,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,694
2022-06-23,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,762
2022-06-23,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,584
2022-06-23,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,728
2022-06-23,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,982
2022-06-23,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,656
2022-06-24,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,607
2022-06-24,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,326
2022-06-24,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,821
2022-06-24,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,647
2022-06-24,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,945
2022-06-24,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,572
2022-06-24,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,460
2022-06-24,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,596
2022-06-24,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,566
2022-06-24,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,659
2022-06-24,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,580
2022-06-24,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,657
2022-06-24,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,851
2022-06-24,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,523
2022-06-24,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,508
2022-06-24,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,633
2022-06-24,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,941
2022-06-24,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,942
